player_name,position,fixture_id,gameweek,kickoff_date,team,opponent,completed,minutes,npxG,xA,bonus,price,avg_team_xG,avg_team_xGA,avg_opponent_xG,avg_opponent_xGA,proj_score,opponent_proj_score,goal_xP,assist_xP,bonus_xP,cs_xP,concede_xP,minutes_xP,xP,goal_points,assist_points,bonus_points,cs_points,concede_points,minutes_points,total_points,avg_npxG,avg_xA,avg_bonus,avg_minutes
Hamza Choudhury,M,245,25,2022-02-13,Leicester,West Ham,1,0,,,0,4.4,1.371,1.228,1.381,1.228,1.61,1.61,0.035,0.0,0.0,0.2,0.0,1.0,1.235,0,0,0,0,0,0,0,0.006,0.0,0.0,15.283
Heung-Min Son,M,249,25,2022-02-13,Spurs,Wolves,1,90,0.194,0.197,0,10.7,2.321,1.236,0.854,1.236,1.53,0.82,1.697,0.631,0.134,0.44,0.0,1.0,3.902,0,0,0,0,0,2,2,0.515,0.319,0.134,56.005
Çaglar Söyüncü,D,245,25,2022-02-13,Leicester,West Ham,1,90,0.0,0.0,0,4.9,1.371,1.228,1.381,1.228,1.61,1.61,0.106,0.018,0.0,0.8,-0.281,1.0,1.642,0,0,0,0,-2,2,1,0.015,0.005,0.0,36.56
Hugo Lloris,G,249,25,2022-02-13,Spurs,Wolves,1,90,0.0,0.0,0,5.4,2.321,1.236,0.854,1.236,1.53,0.82,0.0,0.0,0.124,1.762,-0.283,2.0,3.603,0,0,0,0,-2,2,2,0.0,0.0,0.124,90.0
Nikola Vlasic,M,245,25,2022-02-13,West Ham,Leicester,1,11,0.0,0.0,0,5.6,1.381,2.689,1.371,2.689,1.61,1.61,0.379,0.084,0.0,0.2,0.0,1.0,1.663,0,0,0,0,0,1,1,0.065,0.024,0.0,13.377
Ricardo Domingos Barbosa Pereira,D,245,25,2022-02-13,Leicester,West Ham,1,90,0.145,0.042,0,5.2,1.371,1.228,1.381,1.228,1.61,1.61,0.19,0.194,0.002,0.8,-0.281,1.0,1.905,6,0,0,0,-2,2,6,0.027,0.055,0.002,0.062
Nathan Collins,D,242,25,2022-02-13,Burnley,Liverpool,1,0,,,0,4.3,0.786,0.985,2.518,0.985,0.85,2.5,0.026,0.185,0.0,0.328,-0.212,1.0,1.327,0,0,0,0,0,0,0,0.004,0.057,0.0,1.093
Daniel Amartey,D,245,25,2022-02-13,Leicester,West Ham,1,90,0.0,0.074,0,3.8,1.371,1.228,1.381,1.228,1.61,1.61,0.007,0.0,0.206,0.8,-0.281,2.0,2.732,0,0,0,0,-2,2,1,0.001,0.0,0.206,76.063
Matt Doherty,D,249,25,2022-02-13,Spurs,Wolves,1,81,0.0,0.0,0,4.7,2.321,1.236,0.854,1.236,1.53,0.82,0.973,0.303,0.0,1.762,-0.283,1.0,3.754,0,0,0,0,-2,2,1,0.246,0.153,0.0,29.65
Freddie Woodman,G,247,25,2022-02-13,Newcastle,Aston Villa,1,0,,,0,4.3,1.52,1.648,1.374,1.648,1.33,1.42,0.0,0.0,0.0,0.967,-0.397,0.0,0.57,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Erik Pieters,D,242,25,2022-02-13,Burnley,Liverpool,1,90,0.0,0.0,0,4.2,0.786,0.985,2.518,0.985,0.85,2.5,0.188,0.0,0.0,0.328,-0.212,2.0,2.305,0,0,0,0,-1,2,2,0.029,0.0,0.0,78.95
Alphonse Areola,G,245,25,2022-02-13,West Ham,Leicester,1,0,,,0,4.7,1.381,2.689,1.371,2.689,1.61,1.61,0.0,0.0,0.0,0.8,-0.667,1.0,1.132,0,0,0,0,0,0,0,0.0,0.0,0.0,22.5
Jannik Vestergaard,D,245,25,2022-02-13,Leicester,West Ham,1,1,0.0,0.0,0,4.7,1.371,1.228,1.381,1.228,1.61,1.61,0.007,0.018,0.0,0.8,-0.281,1.0,1.544,0,0,0,0,-1,1,1,0.001,0.005,0.0,14.07
Ryan Bertrand,D,245,25,2022-02-13,Leicester,West Ham,1,0,,,0,4.6,1.371,1.228,1.381,1.228,1.61,1.61,0.0,0.0,0.0,0.8,-0.281,1.0,1.519,0,0,0,0,0,0,0,0.0,0.0,0.0,0.005
Ayoze Pérez,M,245,25,2022-02-13,Leicester,West Ham,1,0,,,0,5.7,1.371,1.228,1.381,1.228,1.61,1.61,0.405,0.201,0.0,0.2,0.0,1.0,1.806,0,0,0,0,0,0,0,0.069,0.057,0.0,1.866
Boubakary Soumaré,M,245,25,2022-02-13,Leicester,West Ham,1,0,,,0,4.8,1.371,1.228,1.381,1.228,1.61,1.61,0.194,0.011,0.008,0.2,0.0,1.0,1.412,0,0,0,0,0,0,0,0.033,0.003,0.008,40.196
James Justin,D,245,25,2022-02-13,Leicester,West Ham,1,30,0.0,0.0,0,4.9,1.371,1.228,1.381,1.228,1.61,1.61,0.0,0.299,0.0,0.8,-0.281,2.0,2.818,0,0,0,0,-1,1,1,0.0,0.085,0.0,72.125
Joseph Gomez,D,242,25,2022-02-13,Liverpool,Burnley,1,0,,,0,4.7,2.518,1.544,0.786,1.544,2.5,0.85,0.0,0.0,0.0,1.71,-0.368,1.0,2.341,0,0,0,0,0,0,0,0.0,0.0,0.0,0.266
Ollie Watkins,F,247,25,2022-02-13,Aston Villa,Newcastle,1,71,0.03,0.0,0,7.7,1.374,1.567,1.52,1.567,1.42,1.33,1.236,0.171,0.224,0.0,0.0,2.0,3.63,0,0,0,0,0,2,2,0.299,0.055,0.224,81.375
Trent Alexander-Arnold,D,242,25,2022-02-13,Liverpool,Burnley,1,90,0.02,0.389,0,8.5,2.518,1.544,0.786,1.544,2.5,0.85,0.435,0.724,0.553,1.71,-0.368,2.0,5.053,0,0,0,4,0,2,6,0.073,0.243,0.564,89.999
Bryan Gil Salvatierra,M,249,25,2022-02-13,Spurs,Wolves,1,0,,,0,5.7,2.321,1.236,0.854,1.236,1.53,0.82,0.049,0.026,0.0,0.44,0.0,1.0,1.516,0,0,0,0,0,0,0,0.015,0.013,0.0,0.939
Rayan Ait Nouri,D,249,25,2022-02-13,Wolves,Spurs,1,90,0.078,0.05,0,4.4,0.854,1.362,2.321,1.362,0.82,1.53,0.046,0.274,0.46,0.866,-0.318,1.0,2.328,0,0,0,4,0,2,5,0.008,0.095,0.466,48.65
Francisco Machado Mota de Castro Trincão,M,249,25,2022-02-13,Wolves,Spurs,1,6,0.0,0.0,0,5.6,0.854,1.362,2.321,1.362,0.82,1.53,0.139,0.072,0.0,0.217,0.0,1.0,1.428,0,0,0,0,0,1,1,0.029,0.025,0.0,46.05
Takumi Minamino,M,242,25,2022-02-13,Liverpool,Burnley,1,0,,,0,5.1,2.518,1.544,0.786,1.544,2.5,0.85,0.63,0.214,0.0,0.427,0.0,1.0,2.272,0,0,0,0,0,0,0,0.127,0.072,0.0,10.019
Matej Vydra,F,242,25,2022-02-13,Burnley,Liverpool,1,0,,,0,5.2,0.786,0.985,2.518,0.985,0.85,2.5,0.251,0.029,0.024,0.0,0.0,1.0,1.304,0,0,0,0,0,0,0,0.058,0.009,0.024,13.164
Divock Origi,F,242,25,2022-02-13,Liverpool,Burnley,1,0,,,0,4.8,2.518,1.544,0.786,1.544,2.5,0.85,0.917,0.0,0.052,0.0,0.0,1.0,1.969,0,0,0,0,0,0,0,0.231,0.0,0.052,0.045
Nick Pope,G,242,25,2022-02-13,Burnley,Liverpool,1,90,0.0,0.0,0,5.4,0.786,0.985,2.518,0.985,0.85,2.5,0.0,0.003,0.891,0.328,-0.212,2.0,3.011,0,0,0,0,-1,2,3,0.0,0.001,0.962,81.562
Keinan Davis,F,247,25,2022-02-13,Aston Villa,Newcastle,1,0,,,0,4.5,1.374,1.567,1.52,1.567,1.42,1.33,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.003
Andrew Robertson,D,242,25,2022-02-13,Liverpool,Burnley,1,90,0.012,0.113,1,7.1,2.518,1.544,0.786,1.544,2.5,0.85,0.727,0.619,1.084,1.71,-0.368,2.0,5.771,0,0,1,4,0,2,7,0.122,0.208,1.247,81.321
Mohamed Salah,M,242,25,2022-02-13,Liverpool,Burnley,1,90,0.072,0.02,0,12.9,2.518,1.544,0.786,1.544,2.5,0.85,3.446,0.625,0.086,0.427,0.0,1.0,5.585,0,0,0,1,0,2,3,0.698,0.21,0.086,26.117
Matthew Lowton,D,242,25,2022-02-13,Burnley,Liverpool,1,0,,,0,4.4,0.786,0.985,2.518,0.985,0.85,2.5,0.11,0.376,0.077,0.328,-0.212,1.0,1.68,0,0,0,0,0,0,0,0.017,0.116,0.077,11.125
Fabio Henrique Tavares,M,242,25,2022-02-13,Liverpool,Burnley,1,90,1.639,0.0,2,5.4,2.518,1.544,0.786,1.544,2.5,0.85,0.496,0.071,0.688,0.427,0.0,2.0,3.684,5,0,2,1,0,2,10,0.1,0.024,0.714,87.036
Tyrone Mings,D,247,25,2022-02-13,Aston Villa,Newcastle,1,90,0.058,0.0,0,5.0,1.374,1.567,1.52,1.567,1.42,1.33,0.409,0.453,0.287,1.058,-0.375,2.0,3.832,0,0,0,0,-1,2,2,0.066,0.146,0.288,84.369
Jonjo Shelvey,M,247,25,2022-02-13,Newcastle,Aston Villa,1,90,0.02,0.0,0,5.3,1.52,1.648,1.374,1.648,1.33,1.42,0.276,0.11,0.746,0.242,0.0,2.0,3.374,0,0,0,1,0,2,2,0.063,0.042,0.781,87.118
Matt Ritchie,D,247,25,2022-02-13,Newcastle,Aston Villa,1,0,,,0,4.9,1.52,1.648,1.374,1.648,1.33,1.42,0.094,0.087,0.0,0.967,-0.397,1.0,1.751,0,0,0,0,0,0,0,0.018,0.033,0.0,4.176
Ciaran Clark,D,247,25,2022-02-13,Newcastle,Aston Villa,1,0,,,0,4.4,1.52,1.648,1.374,1.648,1.33,1.42,0.089,0.029,0.006,0.967,-0.397,1.0,1.694,0,0,0,0,0,0,0,0.017,0.011,0.006,8.166
Chris Wood,F,247,25,2022-02-13,Newcastle,Aston Villa,1,90,0.088,0.02,0,6.7,1.52,1.648,1.374,1.648,1.33,1.42,0.71,0.118,0.0,0.0,0.0,2.0,2.829,0,0,0,0,0,2,2,0.203,0.045,0.0,90.0
Matt Targett,D,247,25,2022-02-13,Newcastle,Aston Villa,1,0,,,0,4.7,1.52,1.648,1.374,1.648,1.33,1.42,0.0,0.142,0.0,0.967,-0.397,1.0,1.712,0,0,0,0,0,0,0,0.0,0.054,0.0,45.0
Naby Keita,M,242,25,2022-02-13,Liverpool,Burnley,1,90,0.035,0.0,0,5.0,2.518,1.544,0.786,1.544,2.5,0.85,0.328,0.206,0.004,0.427,0.0,1.0,1.965,0,0,0,1,0,2,3,0.066,0.069,0.004,3.942
Wout Weghorst,F,242,25,2022-02-13,Burnley,Liverpool,1,74,0.504,0.031,0,6.5,0.786,0.985,2.518,0.985,0.85,2.5,1.358,0.506,0.0,0.0,0.0,2.0,3.864,0,0,0,0,0,2,2,0.314,0.156,0.0,67.5
Chem Campbell,M,249,25,2022-02-13,Wolves,Spurs,1,0,,,0,4.4,0.854,1.362,2.321,1.362,0.82,1.53,,,0.0,0.217,0.0,0.0,,0,0,0,0,0,0,0,,,0.0,0.0
Ezri Konsa Ngoyo,D,247,25,2022-02-13,Aston Villa,Newcastle,1,0,,,0,4.9,1.374,1.567,1.52,1.567,1.42,1.33,0.118,0.0,0.074,1.058,-0.375,2.0,2.875,0,0,0,0,0,0,0,0.019,0.0,0.074,82.348
Kaide Gordon,M,242,25,2022-02-13,Liverpool,Burnley,1,0,,,0,4.5,2.518,1.544,0.786,1.544,2.5,0.85,2.434,0.0,0.0,0.427,0.0,1.0,3.861,0,0,0,0,0,0,0,0.491,0.0,0.0,1.0
Matthew Cash,D,247,25,2022-02-13,Aston Villa,Newcastle,1,90,0.065,0.071,0,5.1,1.374,1.567,1.52,1.567,1.42,1.33,0.366,0.177,0.002,1.058,-0.375,2.0,3.228,0,0,0,0,-1,2,2,0.059,0.057,0.002,90.0
Federico Fernández,D,247,25,2022-02-13,Newcastle,Aston Villa,1,0,,,0,4.3,1.52,1.648,1.374,1.648,1.33,1.42,0.21,0.037,0.0,0.967,-0.397,1.0,1.817,0,0,0,0,0,0,0,0.04,0.014,0.0,0.176
Neco Williams,D,242,25,2022-02-13,Liverpool,Burnley,1,0,,,0,3.8,2.518,1.544,0.786,1.544,2.5,0.85,0.0,1.77,0.0,1.71,-0.368,0.0,3.111,0,0,0,0,0,0,0,0.0,0.596,0.0,0.0
Luke Cundle,M,249,25,2022-02-13,Wolves,Spurs,1,83,0.0,0.478,0,4.4,0.854,1.362,2.321,1.362,0.82,1.53,0.0,0.0,0.0,0.217,0.0,1.0,1.217,0,0,0,1,0,2,3,0.0,0.0,0.0,0.125
Emiliano Buendía Stati,M,247,25,2022-02-13,Aston Villa,Newcastle,1,71,0.038,0.028,0,6.2,1.374,1.567,1.52,1.567,1.42,1.33,0.661,0.27,0.417,0.264,0.0,2.0,3.613,0,0,0,0,0,2,2,0.128,0.087,0.421,72.649
Dwight McNeil,M,242,25,2022-02-13,Burnley,Liverpool,1,28,0.0,0.0,0,5.7,0.786,0.985,2.518,0.985,0.85,2.5,0.216,0.24,0.001,0.082,0.0,2.0,2.539,0,0,0,0,0,1,1,0.04,0.074,0.001,89.734
Connor Roberts,D,242,25,2022-02-13,Burnley,Liverpool,1,90,0.0,0.064,0,4.5,0.786,0.985,2.518,0.985,0.85,2.5,0.032,0.019,0.0,0.328,-0.212,2.0,2.168,0,0,0,0,-1,2,2,0.005,0.006,0.0,78.867
Konstantinos Tsimikas,D,242,25,2022-02-13,Liverpool,Burnley,1,0,,,0,3.7,2.518,1.544,0.786,1.544,2.5,0.85,0.101,0.304,0.0,1.71,-0.368,1.0,2.746,0,0,0,0,0,0,0,0.017,0.102,0.0,8.585
Josh Brownhill,M,242,25,2022-02-13,Burnley,Liverpool,1,90,0.031,0.0,0,4.3,0.786,0.985,2.518,0.985,0.85,2.5,0.054,0.075,0.0,0.082,0.0,1.0,1.211,0,0,0,0,0,2,2,0.01,0.023,0.0,57.953
Dejan Kulusevski,M,249,25,2022-02-13,Spurs,Wolves,1,62,0.115,0.032,0,6.0,2.321,1.236,0.854,1.236,1.53,0.82,0.0,0.055,0.0,0.44,0.0,1.0,1.496,0,0,0,1,0,2,2,0.0,0.028,0.0,14.0
Harrison Ashby,D,245,25,2022-02-13,West Ham,Leicester,1,0,,,0,4.0,1.381,2.689,1.371,2.689,1.61,1.61,0.0,0.0,0.0,0.8,-0.667,1.0,1.132,0,0,0,0,0,0,0,0.0,0.0,0.0,0.023
Curtis Jones,M,242,25,2022-02-13,Liverpool,Burnley,1,0,,,0,5.0,2.518,1.544,0.786,1.544,2.5,0.85,0.129,0.134,0.003,0.427,0.0,2.0,2.694,0,0,0,0,0,0,0,0.026,0.045,0.003,62.821
Wesley Moraes,F,247,25,2022-02-13,Aston Villa,Newcastle,1,0,,,0,5.4,1.374,1.567,1.52,1.567,1.42,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Ibrahima Konaté,D,242,25,2022-02-13,Liverpool,Burnley,1,0,,,0,5.1,2.518,1.544,0.786,1.544,2.5,0.85,0.107,0.0,0.0,1.71,-0.368,1.0,2.449,0,0,0,0,0,0,0,0.018,0.0,0.0,7.787
Caoimhin Kelleher,G,242,25,2022-02-13,Liverpool,Burnley,1,0,,,0,4.3,2.518,1.544,0.786,1.544,2.5,0.85,0.0,0.0,0.0,1.71,-0.368,1.0,2.341,0,0,0,0,0,0,0,0.0,0.0,0.0,5.626
Marvelous Nakamba,M,247,25,2022-02-13,Aston Villa,Newcastle,1,0,,,0,4.4,1.374,1.567,1.52,1.567,1.42,1.33,0.0,0.019,0.0,0.264,0.0,1.0,1.283,0,0,0,0,0,0,0,0.0,0.006,0.0,1.096
Charlie Taylor,D,242,25,2022-02-13,Burnley,Liverpool,1,0,,,0,4.4,0.786,0.985,2.518,0.985,0.85,2.5,0.052,0.779,0.091,0.328,-0.212,1.0,2.038,0,0,0,0,0,0,0,0.008,0.24,0.091,11.239
Diogo Jota,M,242,25,2022-02-13,Liverpool,Burnley,1,23,0.098,0.017,0,8.5,2.518,1.544,0.786,1.544,2.5,0.85,3.188,0.387,0.86,0.427,0.0,2.0,6.863,0,0,0,0,0,1,1,0.645,0.13,0.921,87.236
Rodrigo Bentancur,M,249,25,2022-02-13,Spurs,Wolves,1,90,0.013,0.089,0,5.0,2.321,1.236,0.854,1.236,1.53,0.82,0.092,0.0,0.0,0.44,0.0,1.0,1.533,0,0,0,0,0,2,1,0.028,0.0,0.0,30.0
Karl Darlow,G,247,25,2022-02-13,Newcastle,Aston Villa,1,0,,,0,4.5,1.52,1.648,1.374,1.648,1.33,1.42,0.0,0.0,0.002,0.967,-0.397,1.0,1.572,0,0,0,0,0,0,0,0.0,0.0,0.002,0.088
Martin Dubravka,G,247,25,2022-02-13,Newcastle,Aston Villa,1,90,0.0,0.0,3,4.4,1.52,1.648,1.374,1.648,1.33,1.42,0.0,0.0,0.416,0.967,-0.397,2.0,2.986,0,0,3,4,0,2,9,0.0,0.0,0.42,89.912
Mahmoud Ahmed Ibrahim Hassan,M,247,25,2022-02-13,Aston Villa,Newcastle,1,0,,,0,5.4,1.374,1.567,1.52,1.567,1.42,1.33,0.258,0.0,0.0,0.264,0.0,1.0,1.523,0,0,0,0,0,0,0,0.05,0.0,0.0,0.625
Alisson Ramses Becker,G,242,25,2022-02-13,Liverpool,Burnley,1,90,0.0,0.0,3,6.0,2.518,1.544,0.786,1.544,2.5,0.85,0.0,0.0,0.007,1.71,-0.368,2.0,3.348,0,0,3,4,0,2,10,0.0,0.0,0.007,84.374
Allan Saint-Maximin,F,247,25,2022-02-13,Newcastle,Aston Villa,1,90,0.044,0.135,0,6.9,1.52,1.648,1.374,1.648,1.33,1.42,1.371,0.538,0.738,0.0,0.0,2.0,4.648,0,0,0,0,0,2,2,0.392,0.205,0.772,87.253
Tim Iroegbunam,M,247,25,2022-02-13,Aston Villa,Newcastle,1,0,,,0,4.5,1.374,1.567,1.52,1.567,1.42,1.33,,,0.0,0.264,0.0,0.0,,0,0,0,0,0,0,0,,,0.0,0.0
Miguel Almirón,M,247,25,2022-02-13,Newcastle,Aston Villa,1,0,,,0,5.1,1.52,1.648,1.374,1.648,1.33,1.42,0.192,0.013,0.0,0.242,0.0,1.0,1.447,0,0,0,0,0,0,0,0.044,0.005,0.0,4.783
Sean Longstaff,M,247,25,2022-02-13,Newcastle,Aston Villa,1,0,,,0,4.4,1.52,1.648,1.374,1.648,1.33,1.42,0.157,0.058,0.001,0.242,0.0,1.0,1.458,0,0,0,0,0,0,0,0.036,0.022,0.001,29.809
Alex Kral,M,245,25,2022-02-13,West Ham,Leicester,1,0,,,0,4.4,1.381,2.689,1.371,2.689,1.61,1.61,0.0,0.0,0.0,0.2,0.0,1.0,1.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.016
Hee-Chan Hwang,F,249,25,2022-02-13,Wolves,Spurs,1,9,0.0,0.0,0,5.4,0.854,1.362,2.321,1.362,0.82,1.53,0.15,0.072,0.015,0.0,0.0,1.0,1.237,0,0,0,0,0,1,1,0.039,0.025,0.015,1.056
Joelinton Cássio Apolinário de Lira,F,247,25,2022-02-13,Newcastle,Aston Villa,1,90,0.0,0.0,0,5.8,1.52,1.648,1.374,1.648,1.33,1.42,0.619,0.331,0.025,0.0,0.0,2.0,2.975,0,0,0,0,0,2,1,0.177,0.126,0.025,77.692
Alex Oxlade-Chamberlain,M,242,25,2022-02-13,Liverpool,Burnley,1,0,,,0,5.8,2.518,1.544,0.786,1.544,2.5,0.85,0.76,0.319,0.006,0.427,0.0,1.0,2.512,0,0,0,0,0,0,0,0.153,0.107,0.006,27.738
Ashley Barnes,F,242,25,2022-02-13,Burnley,Liverpool,1,15,0.0,0.0,0,5.2,0.786,0.985,2.518,0.985,0.85,2.5,0.234,0.045,0.0,0.0,0.0,1.0,1.279,0,0,0,0,0,1,1,0.054,0.014,0.0,1.007
Jamal Lewis,D,247,25,2022-02-13,Newcastle,Aston Villa,1,0,,,0,4.2,1.52,1.648,1.374,1.648,1.33,1.42,0.0,0.016,0.0,0.967,-0.397,1.0,1.586,0,0,0,0,0,0,0,0.0,0.006,0.0,1.223
Morgan Sanson,M,247,25,2022-02-13,Aston Villa,Newcastle,1,0,,,0,5.0,1.374,1.567,1.52,1.567,1.42,1.33,0.01,0.0,0.0,0.264,0.0,1.0,1.275,0,0,0,0,0,0,0,0.002,0.0,0.0,12.365
Thiago Alcántara do Nascimento,M,242,25,2022-02-13,Liverpool,Burnley,1,31,0.0,0.0,0,5.3,2.518,1.544,0.786,1.544,2.5,0.85,0.442,0.125,0.0,0.427,0.0,1.0,1.994,0,0,0,0,0,1,1,0.089,0.042,0.0,46.319
Joel Matip,D,242,25,2022-02-13,Liverpool,Burnley,1,90,0.0,0.0,0,4.9,2.518,1.544,0.786,1.544,2.5,0.85,0.304,0.459,0.654,1.71,-0.368,2.0,4.758,0,0,0,4,0,2,6,0.051,0.154,0.675,84.323
Jay Rodriguez,F,242,25,2022-02-13,Burnley,Liverpool,1,61,0.477,0.426,0,5.2,0.786,0.985,2.518,0.985,0.85,2.5,0.83,0.084,0.843,0.0,0.0,2.0,3.758,0,0,0,0,0,2,2,0.192,0.026,0.9,62.04
Jordan Henderson,M,242,25,2022-02-13,Liverpool,Burnley,1,58,0.0,0.0,0,5.0,2.518,1.544,0.786,1.544,2.5,0.85,0.387,0.152,0.046,0.427,0.0,1.0,2.013,0,0,0,0,0,1,0,0.078,0.051,0.046,42.854
Patson Daka,F,245,25,2022-02-13,Leicester,West Ham,1,90,0.0,0.045,0,7.2,1.371,1.228,1.381,1.228,1.61,1.61,1.671,0.176,0.661,0.0,0.0,2.0,4.508,0,0,0,0,0,2,2,0.356,0.05,0.683,63.328
Dane Scarlett,F,249,25,2022-02-13,Spurs,Wolves,1,0,,,0,4.5,2.321,1.236,0.854,1.236,1.53,0.82,,,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,,,0.0,0.0
James Milner,M,242,25,2022-02-13,Liverpool,Burnley,1,1,0.0,0.0,0,4.9,2.518,1.544,0.786,1.544,2.5,0.85,0.03,0.089,0.001,0.427,0.0,1.0,1.548,0,0,0,0,0,1,1,0.006,0.03,0.001,8.281
Wesley Fofana,D,245,25,2022-02-13,Leicester,West Ham,1,0,,,0,4.3,1.371,1.228,1.381,1.228,1.61,1.61,,,0.0,0.8,-0.281,0.0,,0,0,0,0,0,0,0,,,0.0,0.0
Kevin Long,D,242,25,2022-02-13,Burnley,Liverpool,1,0,,,0,4.0,0.786,0.985,2.518,0.985,0.85,2.5,,,0.0,0.328,-0.212,0.0,,0,0,0,0,0,0,0,,,0.0,0.0
Luke Thomas,D,245,25,2022-02-13,Leicester,West Ham,1,59,0.0,0.0,0,4.3,1.371,1.228,1.381,1.228,1.61,1.61,0.07,0.204,0.001,0.8,-0.281,2.0,2.795,0,0,0,0,-1,1,1,0.01,0.058,0.001,85.097
Douglas Luiz Soares de Paulo,M,247,25,2022-02-13,Aston Villa,Newcastle,1,90,0.046,0.03,0,4.4,1.374,1.567,1.52,1.567,1.42,1.33,0.062,0.257,0.001,0.264,0.0,2.0,2.585,0,0,0,0,0,2,1,0.012,0.083,0.001,89.802
Jacob Ramsey,M,247,25,2022-02-13,Aston Villa,Newcastle,1,90,0.0,0.014,0,4.7,1.374,1.567,1.52,1.567,1.42,1.33,1.756,0.353,0.916,0.264,0.0,2.0,5.29,0,0,0,0,0,2,1,0.34,0.114,0.995,87.231
Isaac Hayden,M,247,25,2022-02-13,Newcastle,Aston Villa,1,0,,,0,4.5,1.52,1.648,1.374,1.648,1.33,1.42,0.179,0.003,0.018,0.242,0.0,1.0,1.442,0,0,0,0,0,0,0,0.041,0.001,0.018,3.357
Ben Mee,D,242,25,2022-02-13,Burnley,Liverpool,1,90,0.087,0.477,0,4.8,0.786,0.985,2.518,0.985,0.85,2.5,0.221,0.036,0.0,0.328,-0.212,2.0,2.373,0,0,0,0,-1,2,2,0.034,0.011,0.0,89.258
Ademola Lookman,M,245,25,2022-02-13,Leicester,West Ham,1,17,0.088,0.0,0,6.0,1.371,1.228,1.381,1.228,1.61,1.61,0.975,0.525,0.001,0.2,0.0,2.0,3.7,0,0,0,0,0,1,1,0.166,0.149,0.001,75.414
Callum Wilson,F,247,25,2022-02-13,Newcastle,Aston Villa,1,0,,,0,7.2,1.52,1.648,1.374,1.648,1.33,1.42,0.287,0.052,0.131,0.0,0.0,1.0,1.47,0,0,0,0,0,0,0,0.082,0.02,0.131,7.2
Johann Berg Gudmundsson,M,242,25,2022-02-13,Burnley,Liverpool,1,0,,,0,5.4,0.786,0.985,2.518,0.985,0.85,2.5,0.287,0.029,0.0,0.082,0.0,1.0,1.398,0,0,0,0,0,0,0,0.053,0.009,0.0,9.098
Jeff Hendrick,M,247,25,2022-02-13,Newcastle,Aston Villa,1,0,,,0,4.8,1.52,1.648,1.374,1.648,1.33,1.42,0.017,0.018,0.0,0.242,0.0,1.0,1.278,0,0,0,0,0,0,0,0.004,0.007,0.0,0.313
Ryan Fraser,M,247,25,2022-02-13,Newcastle,Aston Villa,1,90,0.0,0.076,0,5.3,1.52,1.648,1.374,1.648,1.33,1.42,1.238,0.231,0.843,0.242,0.0,2.0,4.554,0,0,0,1,0,2,3,0.283,0.088,0.9,81.754
Sadio Mané,M,242,25,2022-02-13,Liverpool,Burnley,1,66,0.919,0.694,0,11.7,2.518,1.544,0.786,1.544,2.5,0.85,2.576,0.572,0.012,0.427,0.0,1.0,4.588,0,0,0,1,0,2,3,0.52,0.192,0.012,11.033
Jamaal Lascelles,D,247,25,2022-02-13,Newcastle,Aston Villa,1,0,,,0,4.4,1.52,1.648,1.374,1.648,1.33,1.42,0.189,0.037,0.025,0.967,-0.397,2.0,2.821,0,0,0,0,0,0,0,0.036,0.014,0.025,84.322
Sonny Perkins,M,245,25,2022-02-13,West Ham,Leicester,1,0,,,0,4.5,1.381,2.689,1.371,2.689,1.61,1.61,0.0,0.0,0.0,0.2,0.0,1.0,1.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.375
Dwight Gayle,F,247,25,2022-02-13,Newcastle,Aston Villa,1,0,,,0,5.2,1.52,1.648,1.374,1.648,1.33,1.42,0.031,0.008,0.0,0.0,0.0,1.0,1.039,0,0,0,0,0,0,0,0.009,0.003,0.0,0.438
Kortney Hause,D,247,25,2022-02-13,Aston Villa,Newcastle,1,0,,,0,4.4,1.374,1.567,1.52,1.567,1.42,1.33,0.031,0.0,0.003,1.058,-0.375,1.0,1.717,0,0,0,0,0,0,0,0.005,0.0,0.003,11.513
Ashley Westwood,M,242,25,2022-02-13,Burnley,Liverpool,1,90,0.0,0.0,0,5.3,0.786,0.985,2.518,0.985,0.85,2.5,0.054,0.467,0.002,0.082,0.0,2.0,2.605,0,0,0,0,0,2,2,0.01,0.144,0.002,89.336
Paul Dummett,D,247,25,2022-02-13,Newcastle,Aston Villa,1,45,0.0,0.0,0,4.5,1.52,1.648,1.374,1.648,1.33,1.42,0.0,0.0,0.0,0.967,-0.397,1.0,1.57,0,0,0,0,0,1,1,0.0,0.0,0.0,26.75
Javier Manquillo,D,247,25,2022-02-13,Newcastle,Aston Villa,1,45,0.0,0.0,0,3.9,1.52,1.648,1.374,1.648,1.33,1.42,0.047,0.021,0.0,0.967,-0.397,1.0,1.638,0,0,0,0,0,1,1,0.009,0.008,0.0,15.533
Virgil van Dijk,D,242,25,2022-02-13,Liverpool,Burnley,1,90,0.0,0.0,0,6.7,2.518,1.544,0.786,1.544,2.5,0.85,0.453,0.003,0.343,1.71,-0.368,2.0,4.14,0,0,0,4,0,2,6,0.076,0.001,0.345,87.891
