player_name,position,fixture_id,gameweek,kickoff_date,team,opponent,completed,minutes,npxG,xA,bonus,price,avg_team_xG,avg_team_xGA,avg_opponent_xG,avg_opponent_xGA,proj_score,opponent_proj_score,goal_xP,assist_xP,bonus_xP,cs_xP,concede_xP,minutes_xP,xP,goal_points,assist_points,bonus_points,cs_points,concede_points,minutes_points,total_points,avg_npxG,avg_xA,avg_bonus,avg_minutes
Matej Vydra,F,29,3,2021-08-29,Burnley,Leeds,1,11,0.0,0.0,0,5.4,1.602,1.576,0.807,1.576,1.39,1.46,0.083,0.0,0.0,0.0,0.0,1.0,1.083,0,0,0,0,0,1,1,0.024,0.0,0.0,2.5
Bryan Gil Salvatierra,M,27,3,2021-08-29,Spurs,Watford,1,2,0.0,0.0,0,5.9,1.388,1.351,0.963,1.351,2.04,0.82,,,0.0,0.44,0.0,0.0,,0,0,0,0,0,1,1,,,0.0,0.0
Ashley Barnes,F,29,3,2021-08-29,Burnley,Leeds,1,78,0.047,0.102,0,5.5,1.602,1.576,0.807,1.576,1.39,1.46,0.33,0.2,0.0,0.0,0.0,1.0,1.53,0,0,0,0,0,2,1,0.095,0.077,0.0,55.0
Fernando Marçal,D,30,3,2021-08-29,Wolves,Man Utd,1,90,0.0,0.0,0,4.5,1.421,0.669,1.657,0.669,0.97,1.69,0.016,0.053,0.0,0.738,-0.123,2.0,2.684,0,0,0,0,-1,2,2,0.004,0.026,0.0,90.0
Liam McCarron,M,29,3,2021-08-29,Leeds,Burnley,1,0,,,0,4.5,0.807,2.169,1.602,2.169,1.46,1.39,,,,0.249,0.0,0.0,,0,0,0,0,0,0,0,,,,
Charlie Taylor,D,29,3,2021-08-29,Burnley,Leeds,1,90,0.0,0.0,0,4.5,1.602,1.576,0.807,1.576,1.39,1.46,0.0,0.016,0.0,0.929,-0.377,2.0,2.567,0,0,0,0,-1,2,2,0.0,0.006,0.0,90.0
Dale Stephens,M,29,3,2021-08-29,Burnley,Leeds,1,0,,,0,4.5,1.602,1.576,0.807,1.576,1.39,1.46,,,0.0,0.232,0.0,0.0,,0,0,0,0,0,0,0,,,0.0,0.0
Davinson Sánchez,D,27,3,2021-08-29,Spurs,Watford,1,90,0.103,0.0,0,4.5,1.388,1.351,0.963,1.351,2.04,0.82,0.335,0.0,0.586,1.762,-0.315,2.0,4.368,0,0,0,4,0,2,6,0.038,0.0,0.6,90.0
Hugo Lloris,G,27,3,2021-08-29,Spurs,Watford,1,90,0.0,0.0,0,5.5,1.388,1.351,0.963,1.351,2.04,0.82,0.0,0.04,1.27,1.762,-0.315,2.0,4.756,0,0,0,4,0,2,6,0.0,0.009,3.0,90.0
Luke Cundle,M,30,3,2021-08-29,Wolves,Man Utd,1,0,,,0,4.5,1.421,0.669,1.657,0.669,0.97,1.69,,,0.0,0.185,0.0,0.0,,0,0,0,0,0,0,0,,,0.0,0.0
Joe Gelhardt,F,29,3,2021-08-29,Leeds,Burnley,1,0,,,0,4.5,0.807,2.169,1.602,2.169,1.46,1.39,,,,0.0,0.0,0.0,,0,0,0,0,0,0,0,,,,
Kristoffer Klaesson,G,29,3,2021-08-29,Leeds,Burnley,1,0,,,0,4.5,0.807,2.169,1.602,2.169,1.46,1.39,,,0.0,0.996,-0.535,0.0,,0,0,0,0,0,0,0,,,0.0,0.0
Jonathan Castro Otto,D,30,3,2021-08-29,Wolves,Man Utd,1,0,,,0,4.5,1.421,0.669,1.657,0.669,0.97,1.69,,,0.0,0.738,-0.123,0.0,,0,0,0,0,0,0,0,,,0.0,0.0
Héctor Junior Firpo Adames,D,29,3,2021-08-29,Leeds,Burnley,1,0,,,0,4.9,0.807,2.169,1.602,2.169,1.46,1.39,0.0,0.0,0.0,0.996,-0.535,1.0,1.462,0,0,0,0,0,0,0,0.0,0.0,0.0,52.0
Harry Winks,M,27,3,2021-08-29,Spurs,Watford,1,0,,,0,4.5,1.388,1.351,0.963,1.351,2.04,0.82,0.0,0.0,0.0,0.44,0.0,1.0,1.44,0,0,0,0,0,0,0,0.0,0.0,0.0,0.5
Nick Pope,G,29,3,2021-08-29,Burnley,Leeds,1,90,0.0,0.0,0,5.5,1.602,1.576,0.807,1.576,1.39,1.46,0.0,0.0,0.0,0.929,-0.377,2.0,2.552,0,0,0,0,-1,2,2,0.0,0.0,0.0,90.0
Adama Traoré,M,30,3,2021-08-29,Wolves,Man Utd,1,86,0.051,0.368,0,6.0,1.421,0.669,1.657,0.669,0.97,1.69,2.501,0.213,0.0,0.185,0.0,2.0,4.898,0,0,0,0,0,2,2,0.734,0.104,0.0,90.0
Crysencio Summerville,M,29,3,2021-08-29,Leeds,Burnley,1,0,,,0,4.5,0.807,2.169,1.602,2.169,1.46,1.39,,,0.0,0.249,0.0,0.0,,0,0,0,0,0,0,0,,,0.0,0.0
Moussa Sissoko,M,27,3,2021-08-29,Watford,Spurs,1,70,0.023,0.197,0,4.5,0.963,2.016,1.388,2.016,0.82,2.04,,,,0.13,0.0,0.0,,0,0,0,0,0,2,1,,,,
Jay Rodriguez,F,29,3,2021-08-29,Burnley,Leeds,1,0,,,0,5.5,1.602,1.576,0.807,1.576,1.39,1.46,0.323,0.247,0.0,0.0,0.0,1.0,1.57,0,0,0,0,0,0,0,0.093,0.095,0.0,42.0
Josh Brownhill,M,29,3,2021-08-29,Burnley,Leeds,1,90,0.066,0.0,0,4.5,1.602,1.576,0.807,1.576,1.39,1.46,0.0,0.096,0.0,0.232,0.0,1.0,1.329,0,0,0,0,0,2,1,0.0,0.037,0.0,50.5
Joshua King,F,27,3,2021-08-29,Watford,Spurs,1,64,0.0,0.078,0,5.5,0.963,2.016,1.388,2.016,0.82,2.04,0.0,0.253,0.0,0.0,0.0,1.0,1.253,0,0,0,0,0,2,2,0.0,0.099,0.0,12.5
Pierre-Emile Højbjerg,M,27,3,2021-08-29,Spurs,Watford,1,90,0.041,0.066,0,5.0,1.388,1.351,0.963,1.351,2.04,0.82,0.412,0.159,0.0,0.44,0.0,2.0,3.011,0,0,0,1,0,2,3,0.056,0.036,0.0,89.5
Marcus Rashford,M,30,3,2021-08-29,Man Utd,Wolves,1,0,,,0,9.4,1.657,0.989,1.421,0.989,1.69,0.97,,,0.0,0.379,0.0,0.0,,0,0,0,0,0,0,0,,,0.0,0.0
Raúl Jiménez,F,30,3,2021-08-29,Wolves,Man Utd,1,90,0.262,0.187,0,7.4,1.421,0.669,1.657,0.669,0.97,1.69,0.59,0.35,0.0,0.0,0.0,2.0,2.94,0,0,0,0,0,2,2,0.216,0.171,0.0,90.0
Oliver Skipp,M,27,3,2021-08-29,Spurs,Watford,1,90,0.0,0.0,0,4.5,1.388,1.351,0.963,1.351,2.04,0.82,0.0,0.0,0.0,0.44,0.0,2.0,2.44,0,0,0,1,0,2,2,0.0,0.0,0.0,90.0
Luke Shaw,D,30,3,2021-08-29,Man Utd,Wolves,1,90,0.0,0.023,0,5.5,1.657,0.989,1.421,0.989,1.69,0.97,0.19,0.701,0.586,1.516,-0.213,2.0,4.78,0,0,0,4,0,2,6,0.031,0.229,0.6,90.0
Ben Foster,G,27,3,2021-08-29,Watford,Spurs,1,0,,,0,4.0,0.963,2.016,1.388,2.016,0.82,2.04,,,0.0,0.52,-0.495,0.0,,0,0,0,0,0,0,0,,,0.0,0.0
Rayan Ait Nouri,D,30,3,2021-08-29,Wolves,Man Utd,1,0,,,0,4.4,1.421,0.669,1.657,0.669,0.97,1.69,0.102,0.0,0.0,0.738,-0.123,1.0,1.717,0,0,0,0,0,0,0,0.025,0.0,0.0,3.0
João Filipe Iria Santos Moutinho,M,30,3,2021-08-29,Wolves,Man Utd,1,90,0.136,0.065,0,5.0,1.421,0.669,1.657,0.669,0.97,1.69,0.089,0.807,0.0,0.185,0.0,2.0,3.08,0,0,0,0,0,2,2,0.026,0.394,0.0,68.0
Jack Harrison,M,29,3,2021-08-29,Leeds,Burnley,1,90,0.028,0.127,0,5.9,0.807,2.169,1.602,2.169,1.46,1.39,0.154,0.478,0.0,0.249,0.0,2.0,2.88,0,0,0,0,0,2,2,0.017,0.088,0.0,79.0
Nathan Collins,D,29,3,2021-08-29,Burnley,Leeds,1,0,,,0,4.5,1.602,1.576,0.807,1.576,1.39,1.46,,,0.0,0.929,-0.377,0.0,,0,0,0,0,0,0,0,,,0.0,0.0
Jesse Lingard,M,30,3,2021-08-29,Man Utd,Wolves,1,0,,,0,6.9,1.657,0.989,1.421,0.989,1.69,0.97,0.0,0.0,0.0,0.379,0.0,1.0,1.379,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0
David de Gea,G,30,3,2021-08-29,Man Utd,Wolves,1,90,0.0,0.0,0,5.0,1.657,0.989,1.421,0.989,1.69,0.97,0.0,0.0,0.0,1.516,-0.213,2.0,3.303,0,0,0,4,0,2,7,0.0,0.0,0.0,90.0
Cody Drameh,D,29,3,2021-08-29,Leeds,Burnley,1,0,,,0,4.0,0.807,2.169,1.602,2.169,1.46,1.39,,,0.0,0.996,-0.535,0.0,,0,0,0,0,0,0,0,,,0.0,0.0
Pascal Struijk,D,29,3,2021-08-29,Leeds,Burnley,1,90,0.0,0.0,0,4.5,0.807,2.169,1.602,2.169,1.46,1.39,0.043,0.027,0.0,0.996,-0.535,2.0,2.532,0,0,0,0,-1,2,1,0.004,0.005,0.0,90.0
Troy Deeney,F,27,3,2021-08-29,Watford,Spurs,1,0,,,0,5.4,0.963,2.016,1.388,2.016,0.82,2.04,0.112,0.026,0.0,0.0,0.0,1.0,1.138,0,0,0,0,0,0,0,0.033,0.01,0.0,11.5
James Tarkowski,D,29,3,2021-08-29,Burnley,Leeds,1,90,0.017,0.0,0,5.0,1.602,1.576,0.807,1.576,1.39,1.46,4.075,0.0,0.0,0.929,-0.377,2.0,6.627,0,0,0,0,-1,2,2,0.787,0.0,0.0,90.0
Illan Meslier,G,29,3,2021-08-29,Leeds,Burnley,1,90,0.0,0.0,0,5.0,0.807,2.169,1.602,2.169,1.46,1.39,0.0,0.0,0.0,0.996,-0.535,2.0,2.462,0,0,0,0,-1,2,2,0.0,0.0,0.0,90.0
Jamie Shackleton,M,29,3,2021-08-29,Leeds,Burnley,1,25,0.088,0.0,0,4.5,0.807,2.169,1.602,2.169,1.46,1.39,0.0,0.0,0.0,0.249,0.0,1.0,1.249,0,3,0,0,0,1,4,0.0,0.0,0.0,15.0
Japhet Tanganga,D,27,3,2021-08-29,Spurs,Watford,1,90,0.113,0.246,0,4.5,1.388,1.351,0.963,1.351,2.04,0.82,0.0,0.0,0.0,1.762,-0.315,2.0,3.447,0,0,0,4,0,2,6,0.0,0.0,0.0,86.0
Emmanuel Dennis,F,27,3,2021-08-29,Watford,Spurs,1,90,0.128,0.0,0,5.1,0.963,2.016,1.388,2.016,0.82,2.04,1.447,0.409,1.364,0.0,0.0,2.0,5.22,0,0,0,0,0,2,1,0.425,0.16,2.1,77.5
Danny Rose,D,27,3,2021-08-29,Watford,Spurs,1,0,,,0,4.4,0.963,2.016,1.388,2.016,0.82,2.04,,,0.0,0.52,-0.495,0.0,,0,0,0,0,0,0,0,,,0.0,0.0
Dan Gosling,M,27,3,2021-08-29,Watford,Spurs,1,0,,,0,4.9,0.963,2.016,1.388,2.016,0.82,2.04,0.0,0.0,0.0,0.13,0.0,1.0,1.13,0,0,0,0,0,0,0,0.0,0.0,0.0,10.5
Jadon Sancho,M,30,3,2021-08-29,Man Utd,Wolves,1,71,0.0,0.0,0,9.3,1.657,0.989,1.421,0.989,1.69,0.97,0.0,0.012,0.0,0.379,0.0,1.0,1.391,0,0,0,1,0,2,3,0.0,0.004,0.0,23.0
Conor Coady,D,30,3,2021-08-29,Wolves,Man Utd,1,86,0.015,0.0,0,4.5,1.421,0.669,1.657,0.669,0.97,1.69,0.0,0.0,0.0,0.738,-0.123,2.0,2.615,0,0,0,0,-1,2,2,0.0,0.0,0.0,90.0
Nemanja Matic,M,30,3,2021-08-29,Man Utd,Wolves,1,0,,,0,4.5,1.657,0.989,1.421,0.989,1.69,0.97,0.133,0.0,0.0,0.379,0.0,1.0,1.512,0,0,0,0,0,0,0,0.026,0.0,0.0,53.0
Edinson Cavani,F,30,3,2021-08-29,Man Utd,Wolves,1,37,0.0,0.0,0,8.5,1.657,0.989,1.421,0.989,1.69,0.97,,,0.0,0.0,0.0,0.0,,0,0,0,0,0,1,1,,,0.0,0.0
Frederico Rodrigues de Paula Santos,M,30,3,2021-08-29,Man Utd,Wolves,1,90,0.017,0.0,0,5.0,1.657,0.989,1.421,0.989,1.69,0.97,0.505,0.061,0.0,0.379,0.0,2.0,2.945,0,0,0,1,0,2,2,0.099,0.02,0.0,82.5
Giovani Lo Celso,M,27,3,2021-08-29,Spurs,Watford,1,0,,,0,5.9,1.388,1.351,0.963,1.351,2.04,0.82,0.0,0.097,0.0,0.44,0.0,1.0,1.537,0,0,0,0,0,0,0,0.0,0.022,0.0,18.0
Max Kilman,D,30,3,2021-08-29,Wolves,Man Utd,1,90,0.0,0.0,0,4.5,1.421,0.669,1.657,0.669,0.97,1.69,0.561,0.008,0.0,0.738,-0.123,2.0,3.184,0,0,0,0,-1,2,2,0.137,0.004,0.0,90.0
Paul Pogba,M,30,3,2021-08-29,Man Utd,Wolves,1,90,0.046,0.019,0,7.7,1.657,0.989,1.421,0.989,1.69,0.97,1.865,1.627,1.167,0.379,0.0,2.0,7.038,0,0,0,1,0,2,2,0.366,0.533,1.4,82.0
Craig Cathcart,D,27,3,2021-08-29,Watford,Spurs,1,50,0.0,0.0,0,4.5,0.963,2.016,1.388,2.016,0.82,2.04,0.0,0.0,0.0,0.52,-0.495,2.0,2.025,0,0,0,0,-1,1,1,0.0,0.0,0.0,77.0
Raphaël Varane,D,30,3,2021-08-29,Man Utd,Wolves,1,90,0.0,0.057,3,5.5,1.657,0.989,1.421,0.989,1.69,0.97,,,0.0,1.516,-0.213,0.0,,0,3,3,4,0,2,12,,,0.0,0.0
Wayne Hennessey,G,29,3,2021-08-29,Burnley,Leeds,1,0,,,0,4.5,1.602,1.576,0.807,1.576,1.39,1.46,,,0.0,0.929,-0.377,0.0,,0,0,0,0,0,0,0,,,0.0,0.0
Harry Maguire,D,30,3,2021-08-29,Man Utd,Wolves,1,90,0.023,0.0,1,5.5,1.657,0.989,1.421,0.989,1.69,0.97,1.126,0.0,0.0,1.516,-0.213,2.0,4.429,0,0,1,4,0,2,7,0.184,0.0,0.0,90.0
Morgan Gibbs-White,M,30,3,2021-08-29,Wolves,Man Utd,1,3,0.017,0.0,0,4.5,1.421,0.669,1.657,0.669,0.97,1.69,0.276,0.0,0.0,0.185,0.0,1.0,1.461,0,0,0,0,0,1,0,0.081,0.0,0.0,2.0
Tom Cleverley,M,27,3,2021-08-29,Watford,Spurs,1,19,0.0,0.0,0,5.0,0.963,2.016,1.388,2.016,0.82,2.04,0.2,0.082,0.0,0.13,0.0,2.0,2.412,0,0,0,0,0,1,1,0.047,0.032,0.0,84.0
Ozan Tufan,M,27,3,2021-08-29,Watford,Spurs,1,0,,,0,5.0,0.963,2.016,1.388,2.016,0.82,2.04,,,0.0,0.13,0.0,0.0,,0,0,0,0,0,0,0,,,0.0,0.0
Bruno Miguel Borges Fernandes,M,30,3,2021-08-29,Man Utd,Wolves,1,90,0.158,0.115,0,12.1,1.657,0.989,1.421,0.989,1.69,0.97,2.928,0.795,1.364,0.379,0.0,2.0,7.467,0,0,0,1,0,2,2,0.576,0.26,2.1,90.0
Daniel Bachmann,G,27,3,2021-08-29,Watford,Spurs,1,90,0.0,0.0,0,4.5,0.963,2.016,1.388,2.016,0.82,2.04,0.0,0.0,0.0,0.52,-0.495,2.0,2.025,0,0,0,0,-1,2,4,0.0,0.0,0.0,90.0
Joe Rodon,D,27,3,2021-08-29,Spurs,Watford,1,0,,,0,4.4,1.388,1.351,0.963,1.351,2.04,0.82,,,0.0,1.762,-0.315,0.0,,0,0,0,0,0,0,0,,,0.0,0.0
Juan Mata,M,30,3,2021-08-29,Man Utd,Wolves,1,0,,,0,4.9,1.657,0.989,1.421,0.989,1.69,0.97,,,0.0,0.379,0.0,0.0,,0,0,0,0,0,0,0,,,0.0,0.0
Willy Boly,D,30,3,2021-08-29,Wolves,Man Utd,1,0,,,0,4.9,1.421,0.669,1.657,0.669,0.97,1.69,,,0.0,0.738,-0.123,0.0,,0,0,0,0,0,0,0,,,0.0,0.0
William Troost-Ekong,D,27,3,2021-08-29,Watford,Spurs,1,90,0.0,0.0,0,4.5,0.963,2.016,1.388,2.016,0.82,2.04,0.0,0.0,0.0,0.52,-0.495,2.0,2.025,0,0,0,0,-1,2,2,0.0,0.0,0.0,90.0
Raphael Dias Belloli,M,29,3,2021-08-29,Leeds,Burnley,1,90,0.335,0.126,0,6.5,0.807,2.169,1.602,2.169,1.46,1.39,2.403,0.44,0.0,0.249,0.0,2.0,5.091,0,0,0,0,0,2,2,0.266,0.081,0.0,90.0
Patrick Bamford,F,29,3,2021-08-29,Leeds,Burnley,1,90,0.983,0.0,2,7.9,0.807,2.169,1.602,2.169,1.46,1.39,1.187,0.678,0.0,0.0,0.0,2.0,3.865,4,0,2,0,0,2,8,0.164,0.125,0.0,83.0
Kalvin Phillips,M,29,3,2021-08-29,Leeds,Burnley,1,90,0.088,0.028,0,5.0,0.807,2.169,1.602,2.169,1.46,1.39,0.181,0.494,0.0,0.249,0.0,1.0,1.924,0,0,0,0,0,2,1,0.02,0.091,0.0,45.0
Tanguy Ndombele,M,27,3,2021-08-29,Spurs,Watford,1,0,,,0,5.8,1.388,1.351,0.963,1.351,2.04,0.82,,,0.0,0.44,0.0,0.0,,0,0,0,0,0,0,0,,,0.0,0.0
Hélder Wander Sousa de Azevedo e Costa,M,29,3,2021-08-29,Leeds,Burnley,1,0,,,0,5.4,0.807,2.169,1.602,2.169,1.46,1.39,0.163,0.0,0.0,0.249,0.0,1.0,1.412,0,0,0,0,0,0,0,0.018,0.0,0.0,10.5
Alex Nicolao Telles,D,30,3,2021-08-29,Man Utd,Wolves,1,0,,,0,5.0,1.657,0.989,1.421,0.989,1.69,0.97,,,0.0,1.516,-0.213,0.0,,0,0,0,0,0,0,0,,,0.0,0.0
Anthony Martial,F,30,3,2021-08-29,Man Utd,Wolves,1,18,0.0,0.0,0,7.8,1.657,0.989,1.421,0.989,1.69,0.97,0.791,0.0,0.0,0.0,0.0,1.0,1.791,0,0,0,0,0,1,1,0.194,0.0,0.0,36.5
Adam Masina,D,27,3,2021-08-29,Watford,Spurs,1,90,0.0,0.077,0,4.5,0.963,2.016,1.388,2.016,0.82,2.04,0.0,0.015,0.0,0.52,-0.495,2.0,2.041,0,0,0,0,-1,2,2,0.0,0.006,0.0,90.0
Stuart Dallas,M,29,3,2021-08-29,Leeds,Burnley,1,90,0.015,0.0,0,5.5,0.807,2.169,1.602,2.169,1.46,1.39,0.0,0.185,0.0,0.249,0.0,2.0,2.434,0,0,0,0,0,2,2,0.0,0.034,0.0,90.0
Daniel Castelo Podence,M,30,3,2021-08-29,Wolves,Man Utd,1,20,0.0,0.0,0,5.5,1.421,0.669,1.657,0.669,0.97,1.69,,,0.0,0.185,0.0,0.0,,0,0,0,0,0,1,1,,,0.0,0.0
Francisco Femenía Far,D,27,3,2021-08-29,Watford,Spurs,1,0,,,0,4.4,0.963,2.016,1.388,2.016,0.82,2.04,,,0.0,0.52,-0.495,0.0,,0,0,0,0,0,0,0,,,0.0,0.0
Christian Kabasele,D,27,3,2021-08-29,Watford,Spurs,1,0,,,0,4.5,0.963,2.016,1.388,2.016,0.82,2.04,1.492,0.0,0.0,0.52,-0.495,2.0,3.517,0,0,0,0,0,0,0,0.292,0.0,0.0,90.0
Pedro Lomba Neto,M,30,3,2021-08-29,Wolves,Man Utd,1,0,,,0,6.5,1.421,0.669,1.657,0.669,0.97,1.69,,,0.0,0.185,0.0,0.0,,0,0,0,0,0,0,0,,,0.0,0.0
Sergio Reguilón,D,27,3,2021-08-29,Spurs,Watford,1,90,0.015,0.045,3,5.1,1.388,1.351,0.963,1.351,2.04,0.82,0.0,0.115,0.676,1.762,-0.315,2.0,4.237,0,0,3,4,0,2,9,0.0,0.026,0.7,90.0
Tyler Roberts,M,29,3,2021-08-29,Leeds,Burnley,1,17,0.0,0.0,0,5.0,0.807,2.169,1.602,2.169,1.46,1.39,0.072,1.069,0.0,0.249,0.0,1.0,2.39,0,0,0,0,0,1,1,0.008,0.197,0.0,21.5
Juan Camilo Hernández Suárez,F,27,3,2021-08-29,Watford,Spurs,1,25,0.082,0.0,0,5.0,0.963,2.016,1.388,2.016,0.82,2.04,0.204,0.0,0.676,0.0,0.0,1.0,1.88,0,0,0,0,0,1,1,0.06,0.0,0.7,34.5
Cristian Romero,D,27,3,2021-08-29,Spurs,Watford,1,0,,,0,4.9,1.388,1.351,0.963,1.351,2.04,0.82,0.0,0.0,0.0,1.762,-0.315,1.0,2.447,0,0,0,0,0,0,0,0.0,0.0,0.0,0.5
Charlie Cresswell,D,29,3,2021-08-29,Leeds,Burnley,1,0,,,0,4.0,0.807,2.169,1.602,2.169,1.46,1.39,,,0.0,0.996,-0.535,0.0,,0,0,0,0,0,0,0,,,0.0,0.0
Robin Koch,D,29,3,2021-08-29,Leeds,Burnley,1,0,,,0,4.5,0.807,2.169,1.602,2.169,1.46,1.39,0.0,0.0,0.0,0.996,-0.535,1.0,1.462,0,0,0,0,0,0,0,0.0,0.0,0.0,45.0
Diego Llorente,D,29,3,2021-08-29,Leeds,Burnley,1,64,0.0,0.0,0,4.5,0.807,2.169,1.602,2.169,1.46,1.39,,,0.0,0.996,-0.535,0.0,,0,0,0,0,-1,2,2,,,0.0,0.0
Conor Gallagher,M,34,4,2021-09-11,Crystal Palace,Spurs,1,90,1.535,0.595,0,5.5,0.839,1.609,1.302,1.609,1.08,1.74,2.875,1.054,0.843,0.176,0.0,2.0,6.948,0,6,0,1,0,2,8,0.448,0.273,0.9,67.5
Mads Bech Sørensen,D,32,4,2021-09-11,Brentford,Brighton,1,0,,,0,4.4,1.172,1.479,1.457,1.479,1.11,1.2,0.0,0.0,0.0,1.205,-0.351,1.0,1.854,0,0,0,0,0,0,0,0.0,0.0,0.0,4.75
Kurt Zouma,D,39,4,2021-09-11,West Ham,Southampton,1,0,,,0,5.4,2.667,1.993,1.535,1.993,1.67,1.44,,,0.0,0.948,-0.489,0.0,,0,0,0,0,0,0,0,,,0.0,0.0
Takehiro Tomiyasu,D,31,4,2021-09-11,Arsenal,Norwich,1,61,0.062,0.0,0,4.5,0.776,1.924,1.053,1.924,1.73,0.83,,,,1.744,-0.471,0.0,,0,0,0,4,0,2,6,,,,
Frank Onyeka,M,32,4,2021-09-11,Brentford,Brighton,1,15,0.0,0.0,0,5.0,1.172,1.479,1.457,1.479,1.11,1.2,0.27,0.159,0.0,0.301,0.0,1.0,1.73,0,0,0,0,0,1,1,0.057,0.056,0.0,37.0
Alex Kral,M,39,4,2021-09-11,West Ham,Southampton,1,0,,,0,4.5,2.667,1.993,1.535,1.993,1.67,1.44,,,,0.237,0.0,0.0,,0,0,0,0,0,0,0,,,,
Ruben Loftus-Cheek,M,33,4,2021-09-11,Chelsea,Aston Villa,1,0,,,0,5.4,1.417,1.038,1.009,1.038,2.09,0.69,,,0.0,0.502,0.0,0.0,,0,0,0,0,0,0,0,,,0.0,0.0
Rico Henry,D,32,4,2021-09-11,Brentford,Brighton,1,90,0.0,0.025,0,4.5,1.172,1.479,1.457,1.479,1.11,1.2,0.131,0.19,0.0,1.205,-0.351,2.0,3.175,0,0,0,0,-1,2,2,0.023,0.067,0.0,90.0
Charlie Goode,D,32,4,2021-09-11,Brentford,Brighton,1,0,,,0,3.9,1.172,1.479,1.457,1.479,1.11,1.2,,,0.0,1.205,-0.351,0.0,,0,0,0,0,0,0,0,,,0.0,0.0
Ross Barkley,M,33,4,2021-09-11,Chelsea,Aston Villa,1,0,,,0,5.4,1.417,1.038,1.009,1.038,2.09,0.69,,,0.0,0.502,0.0,0.0,,0,0,0,0,0,0,0,,,0.0,0.0
Marc Guéhi,D,34,4,2021-09-11,Crystal Palace,Spurs,1,90,0.0,0.0,0,4.5,0.839,1.609,1.302,1.609,1.08,1.74,1.884,0.224,0.0,0.702,-0.386,2.0,4.424,0,0,0,4,0,2,6,0.244,0.058,0.0,90.0
Pelenda Joshua Dasilva,M,32,4,2021-09-11,Brentford,Brighton,1,0,,,0,5.4,1.172,1.479,1.457,1.479,1.11,1.2,,,0.0,0.301,0.0,0.0,,0,0,0,0,0,0,0,,,0.0,0.0
Benjamin Chilwell,D,33,4,2021-09-11,Chelsea,Aston Villa,1,0,,,0,5.7,1.417,1.038,1.009,1.038,2.09,0.69,,,0.0,2.006,-0.227,0.0,,0,0,0,0,0,0,0,,,0.0,0.0
Billy Gilmour,M,31,4,2021-09-11,Norwich,Arsenal,1,0,,,0,4.5,1.053,2.59,0.776,2.59,0.83,1.73,0.063,0.0,0.0,0.177,0.0,2.0,2.24,0,0,0,0,0,0,0,0.016,0.0,0.0,84.0
Mateo Kovacic,M,33,4,2021-09-11,Chelsea,Aston Villa,1,90,0.384,0.429,2,5.0,1.417,1.038,1.009,1.038,2.09,0.69,0.406,0.204,0.0,0.502,0.0,2.0,3.111,5,3,2,1,0,2,13,0.055,0.046,0.0,62.75
Alexis Mac Allister,M,32,4,2021-09-11,Brighton,Brentford,1,26,0.027,0.093,0,5.5,1.457,0.86,1.172,0.86,1.2,1.11,1.264,0.057,1.2,0.33,0.0,1.0,3.85,0,3,0,0,0,1,4,0.307,0.023,1.47,48.5
Jürgen Locadia,F,32,4,2021-09-11,Brighton,Brentford,1,0,,,0,4.5,1.457,0.86,1.172,0.86,1.2,1.11,,,,0.0,0.0,0.0,,0,0,0,0,0,0,0,,,,
Ethan Pinnock,D,32,4,2021-09-11,Brentford,Brighton,1,90,0.0,0.0,0,4.6,1.172,1.479,1.457,1.479,1.11,1.2,0.045,0.071,0.905,1.205,-0.351,2.0,3.876,0,0,0,0,-1,2,2,0.008,0.025,0.98,90.0
Joel Ward,D,34,4,2021-09-11,Crystal Palace,Spurs,1,90,0.021,0.0,0,4.5,0.839,1.609,1.302,1.609,1.08,1.74,0.023,0.089,0.0,0.702,-0.386,2.0,2.428,0,0,0,4,0,2,6,0.003,0.023,0.0,90.0
Timo Werner,F,33,4,2021-09-11,Chelsea,Aston Villa,1,8,0.0,0.0,0,8.7,1.417,1.038,1.009,1.038,2.09,0.69,0.531,0.066,0.0,0.0,0.0,1.0,1.597,0,0,0,0,0,1,1,0.09,0.015,0.0,22.75
N'Golo Kanté,M,33,4,2021-09-11,Chelsea,Aston Villa,1,0,,,0,4.9,1.417,1.038,1.009,1.038,2.09,0.69,0.0,0.137,0.0,0.502,0.0,1.0,1.639,0,0,0,0,0,0,0,0.0,0.031,0.0,27.0
Antonio Rüdiger,D,33,4,2021-09-11,Chelsea,Aston Villa,1,90,0.062,0.0,0,5.5,1.417,1.038,1.009,1.038,2.09,0.69,0.0,0.0,0.0,2.006,-0.227,2.0,3.779,0,0,0,4,0,2,6,0.0,0.0,0.0,90.0
Mathias Jensen,M,32,4,2021-09-11,Brentford,Brighton,1,22,0.0,0.0,0,4.9,1.172,1.479,1.457,1.479,1.11,1.2,0.0,0.264,0.0,0.301,0.0,1.0,1.565,0,0,0,0,0,1,1,0.0,0.093,0.0,5.0
Hee-Chan Hwang,F,40,4,2021-09-11,Wolves,Watford,1,27,0.939,0.0,3,5.5,1.562,1.276,0.872,1.276,1.24,1.05,,,,0.0,0.0,0.0,,4,0,3,0,0,1,8,,,,
Ademola Lookman,M,37,4,2021-09-11,Leicester,Man City,1,17,0.544,0.0,0,6.0,0.91,0.655,2.762,0.655,0.94,2.14,,,,0.118,0.0,0.0,,0,0,0,0,0,1,1,,,,
